,p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
HES4,1.52E-207,4.993199999,0.586,0.02,2.08E-203,5,HES4
RP11-290F20.31,8.43E-200,4.063793934,0.84,0.068,1.16E-195,5,RP11-290F20.3
MS4A71,1.71E-186,4.3878496,0.809,0.073,2.35E-182,5,MS4A7
FCGR3A,3.51E-184,4.064901973,0.975,0.134,4.82E-180,5,FCGR3A
CKB,8.23E-168,5.881211849,0.37,0.005,1.13E-163,5,CKB
LILRA3,8.89E-147,4.232427198,0.537,0.031,1.22E-142,5,LILRA3
IFITM31,1.16E-142,3.212664972,0.975,0.177,1.59E-138,5,IFITM3
MS4A4A,6.46E-140,5.159865713,0.383,0.011,8.86E-136,5,MS4A4A
PILRA1,1.99E-132,3.418786595,0.716,0.079,2.73E-128,5,PILRA
LRRC251,5.07E-129,3.530322958,0.66,0.067,6.95E-125,5,LRRC25
LILRB1,2.72E-128,3.64241101,0.506,0.032,3.74E-124,5,LILRB1
RHOC,6.15E-128,3.255471146,0.864,0.144,8.43E-124,5,RHOC
SIGLEC10,1.45E-126,3.954433365,0.488,0.03,1.99E-122,5,SIGLEC10
HMOX1,3.17E-126,4.041653627,0.531,0.039,4.35E-122,5,HMOX1
LST11,2.03E-125,3.319451062,1,0.315,2.78E-121,5,LST1
CTSL,1.32E-123,3.796230141,0.469,0.028,1.81E-119,5,CTSL
HCK1,2.78E-123,3.180792938,0.778,0.109,3.81E-119,5,HCK
CSF1R,5.78E-123,3.715040158,0.537,0.041,7.93E-119,5,CSF1R
SERPINA11,7.93E-122,2.876686448,0.951,0.201,1.09E-117,5,SERPINA1
FCER1G1,6.42E-120,2.966120183,1,0.316,8.81E-116,5,FCER1G
CD681,2.33E-116,2.539992664,0.926,0.176,3.20E-112,5,CD68
AIF11,1.37E-115,2.899279619,1,0.334,1.87E-111,5,AIF1
CFD1,1.19E-111,2.546133783,0.938,0.184,1.63E-107,5,CFD
IFI301,2.06E-111,2.922898224,0.796,0.124,2.82E-107,5,IFI30
SPI11,3.14E-109,2.711786354,0.87,0.171,4.30E-105,5,SPI1
LILRB2,2.25E-104,3.184242197,0.599,0.067,3.08E-100,5,LILRB2
BATF3,6.74E-104,4.812642384,0.296,0.01,9.24E-100,5,BATF3
LILRA51,3.72E-103,2.93215556,0.66,0.084,5.11E-99,5,LILRA5
STXBP21,4.79E-94,2.649514236,0.883,0.203,6.57E-90,5,STXBP2
WARS1,1.22E-92,2.873509639,0.673,0.101,1.68E-88,5,WARS
CXCL16,1.66E-92,3.674656788,0.395,0.029,2.27E-88,5,CXCL16
TPPP3,1.39E-91,3.82836959,0.364,0.023,1.90E-87,5,TPPP3
C5AR11,5.67E-90,2.536674244,0.568,0.068,7.78E-86,5,C5AR1
COTL11,8.87E-90,2.412945696,1,0.605,1.22E-85,5,COTL1
CEBPB1,6.20E-89,2.656789134,0.926,0.285,8.50E-85,5,CEBPB
MAFB1,1.46E-87,2.272968926,0.562,0.068,2.00E-83,5,MAFB
TESC,1.77E-87,3.089952603,0.494,0.053,2.43E-83,5,TESC
SLC31A2,4.82E-87,3.222368184,0.525,0.06,6.61E-83,5,SLC31A2
TIMP11,8.64E-86,2.770422596,0.914,0.291,1.19E-81,5,TIMP1
IFITM2,2.62E-82,2.262336501,1,0.69,3.59E-78,5,IFITM2
BID1,2.74E-81,2.488409531,0.778,0.169,3.76E-77,5,BID
ABI3,3.48E-81,2.762910444,0.735,0.141,4.78E-77,5,ABI3
C19orf381,1.21E-80,2.564177545,0.556,0.075,1.66E-76,5,C19orf38
SAT11,1.50E-80,2.27572858,0.994,0.565,2.05E-76,5,SAT1
BRI31,3.45E-80,2.26134419,0.796,0.166,4.74E-76,5,BRI3
FTH11,6.42E-80,2.134122965,1,0.989,8.81E-76,5,FTH1
CAMK1,8.43E-80,3.229739449,0.407,0.038,1.16E-75,5,CAMK1
PSAP1,3.85E-79,2.074848094,0.994,0.478,5.28E-75,5,PSAP
CTD-2006K23.1,5.32E-79,4.373364382,0.284,0.015,7.30E-75,5,CTD-2006K23.1
CTSS1,5.95E-78,2.197387971,1,0.492,8.16E-74,5,CTSS
LYN,1.75E-77,2.385002068,0.679,0.122,2.40E-73,5,LYN
S100A111,1.04E-76,2.074437263,0.988,0.496,1.42E-72,5,S100A11
CFP1,5.93E-75,2.104676899,0.79,0.17,8.14E-71,5,CFP
CST31,2.39E-74,1.955099,1,0.359,3.27E-70,5,CST3
TYMP1,2.20E-73,1.785019694,0.969,0.308,3.02E-69,5,TYMP
TCF7L2,2.34E-72,3.676872535,0.278,0.017,3.21E-68,5,TCF7L2
FTL1,3.68E-71,2.052507283,1,0.989,5.05E-67,5,FTL
PTP4A3,2.35E-69,3.231326068,0.333,0.028,3.23E-65,5,PTP4A3
TYROBP1,2.96E-69,1.809603787,1,0.358,4.06E-65,5,TYROBP
FAM110A,7.26E-69,3.213507684,0.438,0.054,9.96E-65,5,FAM110A
FGL21,1.75E-68,1.945841987,0.58,0.097,2.41E-64,5,FGL2
APOBEC3A1,2.16E-68,2.37234234,0.574,0.096,2.96E-64,5,APOBEC3A
FGR1,6.78E-68,2.167516806,0.778,0.179,9.29E-64,5,FGR
NPC21,1.75E-67,1.770453831,0.963,0.382,2.40E-63,5,NPC2
FAM26F2,2.88E-66,2.105080217,0.778,0.193,3.96E-62,5,FAM26F
OAZ11,3.38E-66,1.404006473,1,0.906,4.64E-62,5,OAZ1
CD300LF,1.51E-63,2.781842379,0.37,0.04,2.07E-59,5,CD300LF
SLC7A71,1.99E-63,2.115620076,0.593,0.107,2.73E-59,5,SLC7A7
CPPED11,9.44E-63,2.664922723,0.5,0.078,1.29E-58,5,CPPED1
UNC119,2.47E-62,2.321847344,0.5,0.076,3.39E-58,5,UNC119
S100A41,2.07E-61,1.521312287,1,0.8,2.84E-57,5,S100A4
NINJ11,4.91E-61,2.307452669,0.617,0.125,6.73E-57,5,NINJ1
CDA1,1.26E-60,1.738038001,0.611,0.116,1.73E-56,5,CDA
FCGR2A1,4.23E-60,2.009098345,0.444,0.062,5.80E-56,5,FCGR2A
HSBP11,5.46E-60,2.232986738,0.623,0.132,7.49E-56,5,HSBP1
AP2A1,6.69E-60,2.504438494,0.395,0.048,9.17E-56,5,AP2A1
PLAUR1,1.08E-59,2.081902511,0.543,0.093,1.48E-55,5,PLAUR
LGALS11,1.48E-59,1.611637156,0.994,0.443,2.03E-55,5,LGALS1
TNFRSF1B1,2.61E-59,1.78929067,0.599,0.113,3.58E-55,5,TNFRSF1B
CUX1,5.16E-59,2.759049528,0.377,0.045,7.07E-55,5,CUX1
EMR2,2.68E-58,3.334126739,0.278,0.023,3.68E-54,5,EMR2
FAM49A,1.59E-57,2.793032555,0.321,0.033,2.18E-53,5,FAM49A
ACTB1,6.30E-57,1.021622554,0.994,0.993,8.64E-53,5,ACTB
ARPC32,1.58E-55,1.268916759,1,0.805,2.16E-51,5,ARPC3
GPBAR1,4.46E-55,2.670445005,0.364,0.046,6.12E-51,5,GPBAR1
LYST,7.89E-55,2.099738445,0.531,0.098,1.08E-50,5,LYST
MAPKAPK3,2.45E-54,2.247205204,0.519,0.093,3.36E-50,5,MAPKAPK3
SLC11A11,4.81E-54,2.28266711,0.438,0.067,6.59E-50,5,SLC11A1
ADA,1.55E-53,2.305149514,0.494,0.088,2.13E-49,5,ADA
NAAA1,9.40E-53,1.97477625,0.648,0.15,1.29E-48,5,NAAA
TMSB4X1,2.87E-52,0.664556981,1,1,3.93E-48,5,TMSB4X
CASP11,3.69E-52,1.923969974,0.772,0.239,5.06E-48,5,CASP1
PYCARD1,3.49E-51,1.836151563,0.901,0.337,4.79E-47,5,PYCARD
YBX11,6.29E-51,1.12683524,0.994,0.806,8.63E-47,5,YBX1
SLC2A6,3.81E-50,2.812062335,0.29,0.031,5.23E-46,5,SLC2A6
TBXAS11,7.29E-50,2.277305507,0.488,0.092,1.00E-45,5,TBXAS1
CD300E,9.68E-50,2.434440963,0.34,0.044,1.33E-45,5,CD300E
ASAH11,1.36E-49,2.082321985,0.704,0.216,1.87E-45,5,ASAH1
RHOB1,2.41E-49,1.983795699,0.525,0.104,3.30E-45,5,RHOB
ANXA51,3.26E-49,1.898232434,0.802,0.275,4.47E-45,5,ANXA5
VASP1,9.20E-49,1.70065983,0.778,0.242,1.26E-44,5,VASP
MPEG11,3.61E-48,1.983262064,0.469,0.085,4.95E-44,5,MPEG1
S100A61,5.02E-48,1.294461795,0.988,0.769,6.88E-44,5,S100A6
FKBP1A1,6.99E-48,1.63024238,0.914,0.437,9.58E-44,5,FKBP1A
SLC16A3,9.00E-48,2.359469084,0.364,0.054,1.23E-43,5,SLC16A3
TCIRG1,2.80E-47,2.095521577,0.438,0.076,3.84E-43,5,TCIRG1
CARD161,5.37E-47,1.697179723,0.784,0.254,7.37E-43,5,CARD16
TKT1,5.60E-47,1.606121669,0.852,0.319,7.67E-43,5,TKT
CD300C,1.73E-46,2.629500281,0.284,0.032,2.38E-42,5,CD300C
RGS21,2.74E-46,1.787571436,0.778,0.245,3.76E-42,5,RGS2
NEAT11,4.00E-46,1.407990747,0.969,0.618,5.49E-42,5,NEAT1
HLA-DPA12,4.37E-46,1.33038641,0.975,0.462,5.99E-42,5,HLA-DPA1
ADRBK1,7.67E-46,2.123353286,0.432,0.077,1.05E-41,5,ADRBK1
RHOG1,2.89E-45,1.430672892,0.895,0.358,3.96E-41,5,RHOG
STX111,4.61E-44,1.625397468,0.506,0.109,6.33E-40,5,STX11
RXRA,1.00E-43,3.089606454,0.302,0.04,1.37E-39,5,RXRA
LY6E1,1.39E-43,1.313699556,0.957,0.649,1.91E-39,5,LY6E
CD86,1.50E-43,2.745124832,0.302,0.04,2.05E-39,5,CD86
ANXA21,2.20E-43,1.407847299,0.907,0.407,3.01E-39,5,ANXA2
UNC93B1,2.51E-43,2.006102074,0.389,0.065,3.45E-39,5,UNC93B1
TNFSF101,1.54E-42,2.025750491,0.66,0.187,2.12E-38,5,TNFSF10
PRELID11,1.93E-42,1.556034746,0.926,0.44,2.65E-38,5,PRELID1
C10orf541,3.34E-42,1.51030006,0.846,0.342,4.58E-38,5,C10orf54
OAZ21,8.39E-42,1.858151368,0.556,0.137,1.15E-37,5,OAZ2
MYL61,9.22E-42,0.996037872,1,0.843,1.26E-37,5,MYL6
CTSC1,1.38E-41,1.777365443,0.722,0.238,1.89E-37,5,CTSC
SRGN1,2.10E-41,1.230040563,0.969,0.575,2.88E-37,5,SRGN
ARRB21,2.21E-41,1.54677016,0.71,0.228,3.04E-37,5,ARRB2
LYL1,4.42E-41,1.780967171,0.463,0.094,6.06E-37,5,LYL1
CYBB1,5.03E-41,1.843579245,0.438,0.086,6.90E-37,5,CYBB
HN11,5.98E-41,1.955477505,0.691,0.216,8.21E-37,5,HN1
INSIG1,6.80E-41,2.326324824,0.34,0.053,9.32E-37,5,INSIG1
BLVRA1,9.51E-41,1.424595792,0.599,0.159,1.30E-36,5,BLVRA
VMP1,1.51E-40,1.991028143,0.494,0.112,2.07E-36,5,VMP1
SPN,2.00E-40,1.721183123,0.519,0.121,2.75E-36,5,SPN
PFN12,2.51E-40,0.841984393,0.994,0.942,3.45E-36,5,PFN1
ARHGEF40,2.90E-40,2.522719737,0.29,0.04,3.98E-36,5,ARHGEF40
ARRB1,3.14E-40,2.65538737,0.253,0.03,4.30E-36,5,ARRB1
RELT,9.71E-40,2.998612681,0.272,0.036,1.33E-35,5,RELT
MT2A2,2.91E-39,1.775180714,0.765,0.288,3.99E-35,5,MT2A
NAMPT,4.37E-39,2.149976943,0.389,0.072,5.99E-35,5,NAMPT
LILRA2,5.79E-39,2.331750507,0.253,0.031,7.94E-35,5,LILRA2
CSTB1,5.79E-39,1.756426624,0.821,0.341,7.94E-35,5,CSTB
ARPC21,1.14E-38,0.990168011,0.994,0.79,1.56E-34,5,ARPC2
NCF21,1.97E-38,1.38809986,0.58,0.15,2.70E-34,5,NCF2
OAS11,2.02E-38,1.606626849,0.599,0.168,2.77E-34,5,OAS1
TNFSF13B1,2.50E-38,1.272578036,0.549,0.137,3.43E-34,5,TNFSF13B
PRAM1,3.08E-38,1.997575069,0.327,0.053,4.22E-34,5,PRAM1
PTPN61,1.05E-37,1.577373479,0.741,0.266,1.44E-33,5,PTPN6
SOD21,1.23E-37,1.828063621,0.599,0.177,1.69E-33,5,SOD2
POU2F22,1.79E-37,1.999349062,0.537,0.135,2.46E-33,5,POU2F2
KLF41,7.67E-37,1.732166532,0.451,0.099,1.05E-32,5,KLF4
DRAP1,2.17E-36,1.394012207,0.889,0.439,2.97E-32,5,DRAP1
FCN11,3.51E-36,1.349951055,0.735,0.268,4.82E-32,5,FCN1
SEC14L1,7.91E-36,2.171265333,0.278,0.04,1.09E-31,5,SEC14L1
PAK1,9.30E-36,2.127456572,0.272,0.039,1.27E-31,5,PAK1
CHCHD10,9.40E-36,1.532253534,0.654,0.196,1.29E-31,5,CHCHD10
ARPC1B1,1.40E-35,0.941812217,0.988,0.732,1.92E-31,5,ARPC1B
CLEC7A,2.12E-35,2.293621371,0.315,0.053,2.91E-31,5,CLEC7A
CYBA1,2.63E-35,0.967170498,0.994,0.838,3.60E-31,5,CYBA
ISG151,3.39E-35,1.246599532,0.883,0.42,4.64E-31,5,ISG15
HLA-DRB12,3.77E-35,1.05032847,0.951,0.428,5.17E-31,5,HLA-DRB1
LILRB4,4.79E-35,2.26445454,0.265,0.038,6.57E-31,5,LILRB4
LGALS31,9.10E-35,1.409217892,0.679,0.218,1.25E-30,5,LGALS3
GABARAP1,1.11E-34,1.142803904,0.926,0.461,1.52E-30,5,GABARAP
DUSP6,1.20E-34,1.89514652,0.377,0.075,1.65E-30,5,DUSP6
NAGA,1.68E-34,2.414389347,0.253,0.035,2.30E-30,5,NAGA
RNF1301,2.50E-34,1.336207867,0.568,0.155,3.43E-30,5,RNF130
ATP1B3,5.60E-34,1.842255173,0.531,0.141,7.68E-30,5,ATP1B3
BTK,7.83E-34,1.717555385,0.346,0.065,1.07E-29,5,BTK
NFKBIZ,2.42E-33,1.800906746,0.469,0.118,3.32E-29,5,NFKBIZ
SMCO41,3.39E-33,1.700456344,0.395,0.086,4.66E-29,5,SMCO4
HLA-DRB52,9.92E-33,1.014378743,0.833,0.32,1.36E-28,5,HLA-DRB5
ATG31,4.11E-32,1.46736276,0.605,0.187,5.64E-28,5,ATG3
THEMIS21,5.08E-32,1.792388893,0.414,0.097,6.97E-28,5,THEMIS2
CALM21,5.92E-32,1.298269565,0.895,0.518,8.12E-28,5,CALM2
PGLS1,1.11E-31,1.360951475,0.71,0.271,1.52E-27,5,PGLS
RNF13,1.70E-31,1.716975467,0.401,0.088,2.33E-27,5,RNF13
BLOC1S11,2.07E-31,1.374266122,0.747,0.284,2.84E-27,5,BLOC1S1
CTSB1,2.28E-31,1.229120961,0.593,0.175,3.13E-27,5,CTSB
MTSS1,4.87E-31,2.032867689,0.34,0.068,6.68E-27,5,MTSS1
RNASET2,9.99E-31,1.187383464,0.883,0.475,1.37E-26,5,RNASET2
LGALS91,1.53E-30,1.67300333,0.525,0.152,2.10E-26,5,LGALS9
TPI11,1.58E-30,1.148147075,0.901,0.483,2.17E-26,5,TPI1
C1orf1621,1.81E-30,1.368891706,0.833,0.36,2.48E-26,5,C1orf162
RBX11,2.99E-30,1.22154492,0.728,0.264,4.11E-26,5,RBX1
RNF135,4.45E-30,1.894805579,0.253,0.04,6.11E-26,5,RNF135
FCGRT1,6.59E-30,0.873328094,0.667,0.205,9.03E-26,5,FCGRT
IFNGR21,1.45E-29,1.337539229,0.494,0.135,1.98E-25,5,IFNGR2
ATP6V0B1,1.63E-29,1.029655367,0.778,0.309,2.24E-25,5,ATP6V0B
SCIMP,2.82E-29,2.086203627,0.321,0.066,3.87E-25,5,SCIMP
NUDT16,3.70E-29,1.751187042,0.315,0.062,5.07E-25,5,NUDT16
OSCAR,3.85E-29,2.903028313,0.253,0.042,5.28E-25,5,OSCAR
C20orf271,4.37E-29,1.481065558,0.426,0.109,5.99E-25,5,C20orf27
EMP31,6.51E-29,0.943235301,0.988,0.718,8.93E-25,5,EMP3
AP2S11,1.02E-28,1.460021385,0.796,0.324,1.40E-24,5,AP2S1
SYNGR2,1.26E-28,1.496045736,0.444,0.116,1.73E-24,5,SYNGR2
MT-CO11,1.61E-28,0.521574183,0.988,0.995,2.20E-24,5,MT-CO1
RNF149,3.38E-28,1.42541753,0.463,0.124,4.64E-24,5,RNF149
RGS191,6.39E-28,1.259882353,0.673,0.244,8.77E-24,5,RGS19
CPVL1,7.91E-28,1.307434049,0.401,0.097,1.08E-23,5,CPVL
RAB24,1.19E-27,1.688483293,0.352,0.079,1.63E-23,5,RAB24
ITGAL,1.27E-27,1.45919754,0.37,0.085,1.74E-23,5,ITGAL
RNH11,1.30E-27,1.436304981,0.716,0.281,1.79E-23,5,RNH1
MYD88,1.50E-27,1.466506757,0.432,0.112,2.06E-23,5,MYD88
MPP1,2.24E-27,1.997584601,0.278,0.052,3.08E-23,5,MPP1
HOTAIRM1,5.44E-27,2.037494583,0.265,0.049,7.46E-23,5,HOTAIRM1
PCGF5,6.11E-27,1.476957091,0.407,0.102,8.38E-23,5,PCGF5
NANS,1.06E-26,1.377882396,0.395,0.098,1.46E-22,5,NANS
CTSZ1,2.07E-26,1.961816171,0.383,0.095,2.84E-22,5,CTSZ
CNIH4,3.59E-26,2.777200319,0.309,0.066,4.92E-22,5,CNIH4
GNG51,6.13E-26,1.177972309,0.691,0.267,8.41E-22,5,GNG5
RPS192,2.44E-25,0.468225328,1,0.993,3.35E-21,5,RPS19
GRINA,2.99E-25,1.600426811,0.352,0.086,4.11E-21,5,GRINA
ZFAND51,4.53E-25,1.490274348,0.494,0.154,6.21E-21,5,ZFAND5
IGSF61,5.68E-25,1.499205941,0.364,0.092,7.79E-21,5,IGSF6
EIF4E21,1.06E-24,1.925573415,0.457,0.137,1.45E-20,5,EIF4E2
AGPAT2,1.54E-24,1.910902645,0.29,0.062,2.12E-20,5,AGPAT2
SH3BP1,1.59E-24,2.080671647,0.364,0.091,2.18E-20,5,SH3BP1
FAM46A,1.64E-24,1.93215042,0.265,0.053,2.25E-20,5,FAM46A
AP1S21,2.46E-24,0.771394776,0.716,0.271,3.37E-20,5,AP1S2
TGFBI1,2.51E-24,1.474694843,0.358,0.091,3.44E-20,5,TGFBI
HLA-DRA2,2.67E-24,0.369029168,0.969,0.534,3.66E-20,5,HLA-DRA
RAC11,4.02E-24,0.838777601,0.852,0.413,5.51E-20,5,RAC1
ATP6V0D11,5.37E-24,1.385507684,0.494,0.152,7.37E-20,5,ATP6V0D1
NAPRT11,8.17E-24,1.3214012,0.395,0.108,1.12E-19,5,NAPRT1
IMPDH1,1.84E-23,1.649319489,0.309,0.071,2.52E-19,5,IMPDH1
PTP4A2,1.93E-23,1.178258001,0.599,0.213,2.65E-19,5,PTP4A2
ITGB22,2.21E-23,0.963072918,0.858,0.446,3.02E-19,5,ITGB2
NAP1L1,2.31E-23,0.910891319,0.877,0.559,3.17E-19,5,NAP1L1
MNDA1,2.59E-23,1.455672809,0.395,0.109,3.55E-19,5,MNDA
RAB10,4.31E-23,1.222780013,0.444,0.132,5.91E-19,5,RAB10
CD300A,6.29E-23,1.354268755,0.395,0.11,8.63E-19,5,CD300A
CX3CR1,6.53E-23,1.57931526,0.284,0.063,8.95E-19,5,CX3CR1
DPEP2,2.40E-22,1.641151975,0.302,0.072,3.30E-18,5,DPEP2
SNAP29,2.60E-22,1.511052361,0.302,0.07,3.57E-18,5,SNAP29
SH3BGRL32,3.20E-22,0.623373231,0.988,0.85,4.39E-18,5,SH3BGRL3
AGTRAP1,3.87E-22,1.219695135,0.444,0.134,5.31E-18,5,AGTRAP
SH3BGRL1,3.91E-22,1.31146945,0.802,0.42,5.36E-18,5,SH3BGRL
MAP2K3,4.76E-22,1.137292373,0.426,0.124,6.53E-18,5,MAP2K3
H3F3A1,5.49E-22,0.998525039,0.784,0.359,7.52E-18,5,H3F3A
G0S2,2.35E-21,1.97635267,0.253,0.057,3.23E-17,5,G0S2
HLA-DPB12,2.41E-21,0.40458506,0.938,0.491,3.31E-17,5,HLA-DPB1
TSPO1,2.55E-21,0.78250572,0.889,0.451,3.49E-17,5,TSPO
CAPZA21,7.57E-21,0.931841542,0.537,0.189,1.04E-16,5,CAPZA2
FAM45A,9.66E-21,1.568611268,0.29,0.071,1.32E-16,5,FAM45A
MSN1,1.08E-20,1.01850851,0.66,0.261,1.47E-16,5,MSN
RAB321,1.13E-20,1.139042688,0.296,0.072,1.55E-16,5,RAB32
GMFG1,1.20E-20,0.69326922,0.92,0.685,1.64E-16,5,GMFG
ANXA4,1.34E-20,1.600331546,0.321,0.086,1.83E-16,5,ANXA4
CAPNS11,1.34E-20,1.217976317,0.389,0.113,1.84E-16,5,CAPNS1
COX171,1.71E-20,1.138604792,0.512,0.172,2.35E-16,5,COX17
RAB8A,1.73E-20,1.128176094,0.543,0.197,2.38E-16,5,RAB8A
IFIT1,2.63E-20,1.002664299,0.284,0.068,3.60E-16,5,IFIT1
MYO1G,4.24E-20,1.515054433,0.568,0.213,5.81E-16,5,MYO1G
TUBA1B,4.78E-20,1.205346874,0.772,0.41,6.56E-16,5,TUBA1B
NACA,5.55E-20,0.633189447,1,0.971,7.61E-16,5,NACA
C11orf21,6.22E-20,1.687941569,0.253,0.058,8.52E-16,5,C11orf21
ZNF7061,7.18E-20,1.106027261,0.673,0.29,9.85E-16,5,ZNF706
NAGK1,7.75E-20,1.275454477,0.37,0.108,1.06E-15,5,NAGK
RHOA1,8.94E-20,0.808300016,0.889,0.546,1.23E-15,5,RHOA
ALOX5,9.32E-20,1.407164028,0.29,0.072,1.28E-15,5,ALOX5
ALDOA1,1.09E-19,0.778045197,0.938,0.692,1.50E-15,5,ALDOA
EFHD21,1.38E-19,1.348355553,0.5,0.174,1.89E-15,5,EFHD2
SUPT4H11,1.47E-19,1.059308508,0.642,0.266,2.01E-15,5,SUPT4H1
RNPEP,1.54E-19,1.643830894,0.302,0.079,2.12E-15,5,RNPEP
GSTO11,2.06E-19,0.948993376,0.636,0.27,2.83E-15,5,GSTO1
H2AFZ,2.50E-19,0.801005448,0.79,0.391,3.43E-15,5,H2AFZ
ODF3B1,2.55E-19,1.135833171,0.364,0.106,3.50E-15,5,ODF3B
UTRN,3.37E-19,1.912783774,0.29,0.074,4.62E-15,5,UTRN
POLD41,3.42E-19,0.999408475,0.71,0.325,4.68E-15,5,POLD4
LAMTOR41,4.67E-19,0.941344164,0.858,0.498,6.41E-15,5,LAMTOR4
COMMD9,7.36E-19,1.302484284,0.358,0.106,1.01E-14,5,COMMD9
SERP11,8.72E-19,0.772790203,0.87,0.533,1.20E-14,5,SERP1
UBE2F,9.66E-19,1.007166162,0.389,0.118,1.33E-14,5,UBE2F
POLE41,1.43E-18,1.332985365,0.494,0.171,1.96E-14,5,POLE4
ZYX1,1.44E-18,1.045245899,0.414,0.133,1.98E-14,5,ZYX
IFI61,1.86E-18,0.636487639,0.778,0.379,2.55E-14,5,IFI6
PSMB31,2.54E-18,0.979957365,0.759,0.358,3.48E-14,5,PSMB3
ACAA1,2.59E-18,1.83248655,0.389,0.123,3.55E-14,5,ACAA1
C4orf481,2.70E-18,1.220920526,0.426,0.142,3.71E-14,5,C4orf48
CFL11,3.21E-18,0.474565123,0.994,0.911,4.40E-14,5,CFL1
SELPLG,3.65E-18,1.058147469,0.463,0.16,5.01E-14,5,SELPLG
UQCRC11,3.85E-18,0.983304853,0.469,0.165,5.28E-14,5,UQCRC1
RIN3,5.42E-18,1.262376927,0.309,0.084,7.43E-14,5,RIN3
MARCKSL1,8.93E-18,1.073377162,0.457,0.166,1.23E-13,5,MARCKSL1
EIF4EBP11,1.41E-17,1.490687841,0.352,0.109,1.93E-13,5,EIF4EBP1
RABGAP1L,1.68E-17,1.49106504,0.296,0.083,2.30E-13,5,RABGAP1L
LSM6,1.91E-17,1.743272574,0.426,0.148,2.61E-13,5,LSM6
CD83,2.29E-17,1.377497474,0.253,0.064,3.15E-13,5,CD83
FPR11,3.32E-17,1.469402905,0.321,0.095,4.55E-13,5,FPR1
RALB,4.37E-17,1.337664996,0.278,0.074,5.99E-13,5,RALB
CAT,5.27E-17,1.174889664,0.377,0.125,7.23E-13,5,CAT
SERF21,6.75E-17,0.502998171,0.988,0.848,9.25E-13,5,SERF2
DOK22,7.52E-17,0.939088995,0.556,0.221,1.03E-12,5,DOK2
ATOX11,7.80E-17,1.213907256,0.333,0.103,1.07E-12,5,ATOX1
GNAI21,9.08E-17,0.898481035,0.531,0.21,1.24E-12,5,GNAI2
SNX21,9.56E-17,0.796437615,0.525,0.194,1.31E-12,5,SNX2
CMTM6,9.92E-17,1.11075199,0.432,0.154,1.36E-12,5,CMTM6
CBR1,1.01E-16,1.128007639,0.346,0.105,1.39E-12,5,CBR1
LSP11,1.10E-16,0.921911247,0.864,0.525,1.50E-12,5,LSP1
LINC009361,1.11E-16,0.845412415,0.599,0.259,1.53E-12,5,LINC00936
PLEK1,1.22E-16,0.759392738,0.444,0.152,1.68E-12,5,PLEK
SEC11A1,1.23E-16,0.865009147,0.673,0.308,1.69E-12,5,SEC11A
IFIT3,1.48E-16,1.150853548,0.315,0.095,2.03E-12,5,IFIT3
CHMP4B1,1.53E-16,1.135159438,0.438,0.16,2.10E-12,5,CHMP4B
CCT5,1.56E-16,1.087992019,0.457,0.168,2.14E-12,5,CCT5
WSB1,2.48E-16,1.126206306,0.444,0.165,3.40E-12,5,WSB1
CD55,2.63E-16,1.382499352,0.481,0.188,3.60E-12,5,CD55
LRRFIP11,3.22E-16,0.804986093,0.704,0.335,4.41E-12,5,LRRFIP1
EPSTI11,3.41E-16,1.389483758,0.457,0.164,4.68E-12,5,EPSTI1
PGK1,3.99E-16,1.076262024,0.784,0.456,5.47E-12,5,PGK1
CAP11,4.62E-16,0.778976384,0.753,0.392,6.34E-12,5,CAP1
PSME21,5.51E-16,0.823397081,0.846,0.535,7.56E-12,5,PSME2
SNX10,7.56E-16,1.187006368,0.29,0.084,1.04E-11,5,SNX10
MMP24-AS1,7.70E-16,1.118733129,0.34,0.107,1.06E-11,5,MMP24-AS1
GLRX1,8.29E-16,0.806166265,0.71,0.354,1.14E-11,5,GLRX
COX5B1,9.53E-16,0.919162975,0.833,0.482,1.31E-11,5,COX5B
PPP1CA,1.15E-15,0.948070528,0.833,0.499,1.58E-11,5,PPP1CA
SMS1,1.24E-15,0.941998071,0.42,0.151,1.70E-11,5,SMS
ARPC5,1.41E-15,0.95016887,0.846,0.507,1.94E-11,5,ARPC5
NCKAP1L,1.62E-15,1.218960404,0.309,0.094,2.22E-11,5,NCKAP1L
SNX5,1.66E-15,1.858103257,0.309,0.093,2.28E-11,5,SNX5
COX8A1,2.26E-15,0.903670749,0.741,0.364,3.10E-11,5,COX8A
LTA4H1,2.35E-15,1.012995687,0.414,0.147,3.22E-11,5,LTA4H
DYNLT11,2.66E-15,0.743499772,0.463,0.174,3.65E-11,5,DYNLT1
MOB1A,2.68E-15,1.060370897,0.457,0.179,3.68E-11,5,MOB1A
FLNA1,2.85E-15,0.622138355,0.5,0.194,3.91E-11,5,FLNA
H2AFY1,3.10E-15,1.058191402,0.617,0.277,4.25E-11,5,H2AFY
GRN1,3.11E-15,0.460429432,0.556,0.222,4.26E-11,5,GRN
SCPEP11,3.23E-15,0.995697421,0.358,0.122,4.43E-11,5,SCPEP1
IRF7,3.32E-15,0.827087597,0.414,0.148,4.56E-11,5,IRF7
CAPZB,3.69E-15,0.626385627,0.846,0.541,5.06E-11,5,CAPZB
PLEKHO1,3.91E-15,1.345531747,0.253,0.07,5.37E-11,5,PLEKHO1
